,index,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
201,119754,Loyal Customer,48,Business travel,Business,460,2,2,2,2,5,1,4,3,3,4,3,4,3,5,7,4.0,satisfied
202,79621,Loyal Customer,51,Business travel,Business,215,4,4,4,4,3,2,5,,5,4,5,4,5,3,0,0.0,satisfied
203,96297,disloyal Customer,29,Business travel,Business,1188,5,5,5,4,5,4,3,,4,2,5,4,5,5,0,0.0,satisfied
204,48004,Loyal Customer,34,Business travel,Business,697,3,3,2,3,1,3,3,5,5,5,5,2,5,5,0,0.0,satisfied
205,97786,Loyal Customer,41,Business travel,Business,1786,4,1,4,4,5,4,2,4,4,4,4,2,4,4,0,0.0,satisfied
206,6263,Loyal Customer,53,Business travel,Business,2118,1,4,4,4,1,3,3,,1,1,1,4,1,1,0,,neutral or dissatisfied
207,125679,Loyal Customer,41,Business travel,Business,3919,4,4,4,4,4,5,5,,4,4,4,3,4,3,4,1.0,satisfied
208,61920,Loyal Customer,42,Business travel,Business,3711,5,5,5,5,3,1,4,,5,5,5,3,5,4,18,20.0,satisfied
209,10912,Loyal Customer,39,Business travel,Business,3781,4,4,4,4,3,4,4,,5,5,5,3,5,5,0,0.0,satisfied
210,40110,Loyal Customer,28,Personal Travel,Eco,813,2,5,3,3,4,1,4,4,5,4,2,4,1,4,16,7.0,neutral or dissatisfied
211,65845,Loyal Customer,40,Business travel,Eco,680,5,5,5,5,5,4,5,5,2,1,4,4,4,5,19,,satisfied
212,95610,Loyal Customer,53,Business travel,Eco,337,3,5,5,5,3,4,3,,1,4,2,4,3,3,1,,neutral or dissatisfied
213,125758,Loyal Customer,49,Business travel,Business,1559,3,3,3,3,3,4,5,5,5,5,5,4,5,4,2,5.0,satisfied
214,48866,disloyal Customer,22,Business travel,Business,1242,4,0,4,4,3,2,1,,4,2,5,5,4,3,25,41.0,satisfied
215,21731,Loyal Customer,59,Business travel,Eco,1660,2,2,4,4,2,4,2,2,2,4,3,3,2,2,17,28.0,neutral or dissatisfied
216,44058,Loyal Customer,19,Business travel,Eco Plus,2378,5,4,4,4,5,2,4,,4,1,4,2,1,5,0,0.0,satisfied
217,128987,Loyal Customer,48,Business travel,Business,2245,1,1,1,1,4,2,5,5,5,5,5,5,5,3,0,0.0,satisfied
218,24916,Loyal Customer,18,Personal Travel,Business,674,3,5,3,1,1,3,1,,4,4,4,4,4,1,40,29.0,neutral or dissatisfied
219,38143,disloyal Customer,54,Business travel,Eco,1304,4,3,3,4,3,4,5,3,3,3,2,2,5,3,0,0.0,neutral or dissatisfied
220,83707,Loyal Customer,26,Personal Travel,Business,231,1,4,1,3,2,4,2,,5,2,5,5,4,2,0,0.0,neutral or dissatisfied
221,4814,Loyal Customer,46,Business travel,Business,413,3,4,5,5,1,2,3,,3,2,3,2,3,4,33,43.0,neutral or dissatisfied
222,3786,Loyal Customer,56,Business travel,Business,2454,1,1,1,1,4,2,4,,5,4,4,4,4,4,0,0.0,satisfied
223,291,Loyal Customer,66,Business travel,Business,2264,3,5,4,5,5,5,4,3,3,3,3,2,3,4,0,0.0,neutral or dissatisfied
224,101981,Loyal Customer,37,Business travel,Business,3162,2,2,3,2,4,3,1,5,5,5,5,2,5,3,0,0.0,satisfied
225,3421,disloyal Customer,29,Business travel,Eco,1533,1,1,1,3,5,5,5,5,3,3,3,1,3,5,4,0.0,neutral or dissatisfied
226,78259,Loyal Customer,50,Business travel,Business,775,1,1,1,1,3,5,4,,4,4,4,4,4,3,14,26.0,satisfied
227,84109,Loyal Customer,32,Business travel,Business,2218,3,3,3,3,3,3,3,,5,5,5,3,5,3,0,,satisfied
228,89658,Loyal Customer,27,Business travel,Business,3044,1,1,1,1,5,3,5,,3,2,5,4,4,5,14,10.0,satisfied
229,46258,Loyal Customer,60,Business travel,Business,2912,1,4,4,4,5,4,4,1,1,1,1,4,1,1,1,8.0,neutral or dissatisfied
230,128438,disloyal Customer,21,Business travel,Eco,119,3,2,3,3,5,4,1,5,3,1,3,2,4,5,0,6.0,neutral or dissatisfied
231,24536,Loyal Customer,69,Personal Travel,Eco Plus,546,3,4,3,3,2,4,2,,5,3,2,5,4,2,5,22.0,neutral or dissatisfied
232,50718,Loyal Customer,61,Personal Travel,Eco,255,1,5,1,1,5,5,5,,2,2,1,3,2,5,0,0.0,neutral or dissatisfied
233,69792,Loyal Customer,46,Personal Travel,Eco,1276,3,3,2,5,1,3,4,5,5,2,3,5,5,3,0,0.0,neutral or dissatisfied
234,6264,Loyal Customer,65,Personal Travel,Eco,1312,4,4,4,2,4,3,4,,5,4,5,3,5,4,58,,neutral or dissatisfied
235,13225,Loyal Customer,42,Personal Travel,Eco,758,2,4,2,4,3,2,3,,3,3,3,4,3,3,0,,neutral or dissatisfied
236,61687,Loyal Customer,49,Business travel,Business,2793,4,4,4,4,3,4,5,,4,4,4,5,4,5,13,23.0,satisfied
237,62937,Loyal Customer,36,Business travel,Eco Plus,209,4,1,4,1,4,3,4,4,2,5,3,2,2,4,0,0.0,satisfied
238,55472,Loyal Customer,42,Personal Travel,Eco,643,4,5,4,1,2,5,5,,4,4,4,4,4,4,0,0.0,neutral or dissatisfied
239,100254,Loyal Customer,32,Business travel,Eco,1145,4,1,1,1,4,2,4,4,4,2,2,4,2,4,17,,neutral or dissatisfied
240,35072,Loyal Customer,60,Personal Travel,Eco,1041,5,5,5,3,3,4,3,,5,2,5,3,5,3,0,0.0,satisfied
241,70939,disloyal Customer,15,Business travel,Business,1265,4,0,3,3,3,2,3,,5,2,4,5,4,3,1,0.0,satisfied
242,121890,Loyal Customer,37,Business travel,Business,3018,4,4,4,4,5,5,5,,4,4,4,4,4,3,6,9.0,satisfied
243,97972,Loyal Customer,58,Business travel,Business,1834,1,1,1,1,3,1,4,4,4,4,4,4,4,3,0,0.0,satisfied
244,104068,Loyal Customer,49,Personal Travel,Eco,192,3,4,3,2,2,1,2,2,3,5,4,3,5,2,0,0.0,neutral or dissatisfied
245,56557,Loyal Customer,30,Business travel,Business,268,3,3,3,3,3,4,3,,1,2,3,2,4,3,13,10.0,neutral or dissatisfied
246,63902,Loyal Customer,41,Business travel,Business,725,1,1,1,1,4,4,4,4,4,4,4,5,4,5,12,0.0,satisfied
247,103286,Loyal Customer,15,Personal Travel,Eco,2603,2,1,2,2,4,3,4,4,1,3,2,1,2,4,0,0.0,neutral or dissatisfied
248,907,Loyal Customer,25,Personal Travel,Eco,2521,3,2,3,4,4,0,4,4,1,5,4,3,4,4,0,18.0,neutral or dissatisfied
249,100924,Loyal Customer,38,Business travel,Eco,200,5,4,4,4,5,0,5,5,2,3,5,1,1,5,0,0.0,satisfied
250,51794,Loyal Customer,51,Business travel,Business,135,1,1,1,1,2,2,2,,4,4,5,1,4,1,0,,satisfied
251,13457,Loyal Customer,55,Business travel,Business,446,3,3,3,3,5,4,5,5,5,5,5,5,5,5,0,0.0,satisfied
252,30934,disloyal Customer,34,Business travel,Eco Plus,481,4,4,4,3,1,5,1,,4,1,5,4,2,1,0,,neutral or dissatisfied
253,75999,Loyal Customer,43,Business travel,Business,1440,2,2,2,2,4,5,5,,4,4,4,3,4,5,0,,satisfied
254,101507,Loyal Customer,49,Business travel,Business,1750,2,2,2,2,4,5,4,4,4,4,4,3,4,3,1,0.0,satisfied
255,90679,Loyal Customer,52,Business travel,Business,1605,3,3,5,3,4,5,5,,4,4,4,5,4,3,0,0.0,satisfied
256,93805,Loyal Customer,62,Personal Travel,Eco,867,3,1,3,4,3,5,4,,4,5,4,3,4,3,73,96.0,neutral or dissatisfied
257,27793,Loyal Customer,27,Business travel,Business,183,4,4,4,4,5,1,4,5,4,3,4,3,4,5,0,7.0,neutral or dissatisfied
258,118199,disloyal Customer,59,Business travel,Eco,125,2,5,2,4,5,4,2,,2,5,5,1,5,5,35,29.0,neutral or dissatisfied
259,35792,Loyal Customer,16,Personal Travel,Eco,621,3,4,3,3,4,4,4,,4,5,4,5,4,4,0,0.0,neutral or dissatisfied
260,128258,disloyal Customer,35,Business travel,Eco,1337,3,3,3,4,3,4,3,,1,3,3,4,4,3,22,26.0,neutral or dissatisfied
261,111687,Loyal Customer,50,Business travel,Business,3004,1,1,1,1,3,1,5,4,4,4,4,4,4,3,90,70.0,satisfied
262,113354,Loyal Customer,49,Business travel,Business,591,2,2,2,2,4,5,5,5,5,5,5,3,5,2,11,5.0,satisfied
263,95530,Loyal Customer,44,Business travel,Eco,756,4,5,5,5,3,4,4,4,4,4,4,2,4,3,7,6.0,neutral or dissatisfied
264,65697,Loyal Customer,46,Business travel,Business,1765,1,1,1,1,4,1,5,4,4,4,4,3,4,5,0,5.0,satisfied
265,123368,Loyal Customer,57,Business travel,Eco,1107,4,4,4,4,4,4,4,,3,5,5,4,5,4,145,141.0,satisfied
266,126393,disloyal Customer,34,Business travel,Eco,1009,3,3,3,5,2,3,2,,5,5,2,5,4,2,0,,neutral or dissatisfied
267,96887,Loyal Customer,22,Personal Travel,Eco,1020,1,2,1,4,2,4,2,,1,4,3,1,4,2,0,0.0,neutral or dissatisfied
268,12416,Loyal Customer,61,Business travel,Eco,447,5,2,2,2,5,0,5,5,1,1,2,1,2,5,0,0.0,satisfied
269,52123,Loyal Customer,38,Personal Travel,Eco,304,1,5,1,4,1,5,1,1,3,5,5,5,4,1,0,,neutral or dissatisfied
270,93446,disloyal Customer,37,Business travel,Eco,391,3,0,3,4,5,4,5,,4,4,5,1,2,5,0,0.0,neutral or dissatisfied
271,90815,Loyal Customer,53,Business travel,Business,3395,3,4,4,4,2,4,3,3,3,3,3,3,3,3,0,0.0,neutral or dissatisfied
272,47702,disloyal Customer,21,Business travel,Business,283,4,0,4,1,3,5,3,3,2,5,5,3,5,3,14,10.0,satisfied
273,71056,Loyal Customer,35,Business travel,Eco,1056,1,3,3,3,1,4,1,,3,4,3,4,4,1,21,24.0,neutral or dissatisfied
274,62141,Loyal Customer,59,Business travel,Business,2483,2,2,2,2,1,3,3,,2,2,2,3,2,2,0,0.0,neutral or dissatisfied
275,78049,disloyal Customer,25,Business travel,Eco,1271,1,1,1,3,4,2,4,,3,2,5,5,4,4,32,3.0,neutral or dissatisfied
276,111012,Loyal Customer,43,Business travel,Business,2399,3,3,3,3,3,5,4,4,4,4,4,5,4,4,65,59.0,satisfied
277,83332,Loyal Customer,29,Business travel,Business,2714,2,2,1,2,4,5,4,4,1,1,3,4,5,4,0,0.0,satisfied
278,129339,Loyal Customer,55,Business travel,Eco Plus,1179,3,5,5,5,3,4,3,3,3,3,3,1,3,1,4,24.0,neutral or dissatisfied
279,21690,Loyal Customer,40,Business travel,Business,3639,5,5,5,5,1,2,5,,4,5,4,5,4,1,0,0.0,satisfied
280,83335,disloyal Customer,25,Business travel,Business,813,5,5,5,1,5,4,5,5,4,2,5,4,5,5,0,0.0,satisfied
281,95299,disloyal Customer,18,Personal Travel,Eco,266,5,0,5,1,2,2,2,,4,5,5,3,5,2,0,0.0,satisfied
282,65197,Loyal Customer,38,Business travel,Business,669,1,1,1,1,1,3,4,,5,5,5,5,5,4,0,,satisfied
283,51503,Loyal Customer,50,Business travel,Business,3681,5,3,2,2,3,3,3,5,5,4,5,4,5,3,8,0.0,neutral or dissatisfied
284,35012,disloyal Customer,15,Business travel,Business,337,2,1,2,2,2,2,5,,4,5,3,4,2,2,3,8.0,neutral or dissatisfied
285,30705,Loyal Customer,20,Business travel,Business,3634,5,5,5,5,2,3,2,2,3,4,4,4,5,2,0,,satisfied
286,116785,Loyal Customer,38,Personal Travel,Eco,2454,3,2,3,2,3,3,3,2,2,3,2,3,3,3,0,14.0,neutral or dissatisfied
287,63296,Loyal Customer,40,Business travel,Business,1235,3,4,3,3,4,5,4,,3,4,5,4,4,4,149,,satisfied
288,9868,Loyal Customer,24,Business travel,Business,1306,5,5,5,5,4,4,4,,4,5,4,5,5,4,0,0.0,satisfied
289,1503,Loyal Customer,23,Business travel,Business,3130,3,3,3,3,3,3,3,,3,5,2,1,2,3,7,0.0,neutral or dissatisfied
290,36550,Loyal Customer,56,Business travel,Business,3466,1,1,1,1,1,3,3,3,3,4,3,5,3,3,0,5.0,satisfied
291,102504,Loyal Customer,23,Business travel,Business,3991,1,1,1,1,3,1,3,,5,3,5,5,4,3,0,0.0,satisfied
292,7163,Loyal Customer,17,Personal Travel,Eco,373,4,5,4,1,4,5,4,4,3,2,4,5,4,4,0,0.0,satisfied
293,123523,Loyal Customer,60,Personal Travel,Eco,315,4,3,2,2,5,2,1,,5,2,5,3,5,1,0,0.0,neutral or dissatisfied
294,77492,Loyal Customer,9,Business travel,Business,3963,3,1,1,1,3,2,3,,2,4,3,3,2,3,215,216.0,neutral or dissatisfied
295,67148,Loyal Customer,40,Business travel,Business,1917,3,3,3,3,5,1,4,,3,4,3,5,3,5,4,3.0,satisfied
296,91844,Loyal Customer,23,Personal Travel,Eco,594,2,3,2,3,4,4,5,,3,4,5,2,3,4,0,0.0,neutral or dissatisfied
297,114589,Loyal Customer,53,Business travel,Business,3106,1,3,3,3,2,1,2,2,2,2,1,2,2,1,0,0.0,neutral or dissatisfied
298,3124,Loyal Customer,49,Personal Travel,Eco Plus,2465,0,1,0,4,1,2,4,,2,0,2,3,2,2,9,,satisfied
299,87769,Loyal Customer,46,Business travel,Eco,209,5,3,3,3,5,4,4,5,5,5,5,2,5,5,32,38.0,satisfied
300,115754,Loyal Customer,27,Business travel,Eco Plus,328,0,0,0,3,3,2,3,3,5,5,2,2,4,3,0,0.0,satisfied
301,83265,disloyal Customer,20,Business travel,Eco,679,1,1,1,3,1,1,1,1,2,5,2,4,2,1,0,,neutral or dissatisfied
302,49961,Loyal Customer,26,Business travel,Eco,731,1,1,1,1,1,3,4,1,4,3,3,3,4,1,14,7.0,neutral or dissatisfied
303,14731,disloyal Customer,36,Business travel,Eco,547,2,1,2,3,4,5,4,,1,2,4,2,4,4,56,,neutral or dissatisfied
304,110129,disloyal Customer,25,Business travel,Eco,714,5,4,4,3,4,4,5,,4,5,5,5,3,5,0,0.0,satisfied
305,110550,Loyal Customer,13,Personal Travel,Eco,451,3,4,4,3,5,4,5,5,3,5,4,4,4,5,60,50.0,neutral or dissatisfied
306,110834,Loyal Customer,63,Personal Travel,Eco,668,2,4,2,5,5,2,5,,3,4,4,3,5,5,0,0.0,neutral or dissatisfied
307,116583,Loyal Customer,52,Business travel,Business,3461,3,3,2,3,5,4,5,,3,3,3,5,3,3,1,0.0,satisfied
308,53793,Loyal Customer,10,Business travel,Business,2544,2,2,2,2,4,4,4,,3,5,5,4,4,4,0,,satisfied
309,127723,disloyal Customer,18,Business travel,Eco,1089,4,4,4,3,2,5,2,2,5,4,4,4,5,2,0,0.0,satisfied
310,119817,Loyal Customer,42,Business travel,Business,397,4,4,4,4,5,0,2,4,4,4,4,2,4,1,0,0.0,satisfied
311,94692,Loyal Customer,39,Business travel,Business,3852,5,5,5,5,4,1,5,5,5,5,5,3,5,4,29,28.0,satisfied
312,65372,Loyal Customer,60,Business travel,Business,1789,5,5,5,5,2,5,5,,2,2,2,5,2,4,8,0.0,satisfied
313,100410,Loyal Customer,43,Business travel,Business,628,4,4,4,4,3,4,4,5,5,5,5,3,5,3,4,,satisfied
314,79226,Loyal Customer,60,Business travel,Business,1625,3,1,1,1,1,4,4,3,3,2,3,3,3,2,9,10.0,neutral or dissatisfied
315,101761,Loyal Customer,34,Personal Travel,Eco,328,2,0,2,2,4,3,4,4,5,4,4,3,5,4,0,5.0,neutral or dissatisfied
316,21442,Loyal Customer,44,Business travel,Eco,262,2,3,3,3,1,4,3,,3,2,3,1,3,3,22,8.0,neutral or dissatisfied
317,89450,disloyal Customer,26,Business travel,Business,429,1,0,1,5,5,1,5,,3,4,5,3,5,5,0,0.0,neutral or dissatisfied
318,71026,disloyal Customer,25,Business travel,Eco,761,2,2,2,4,4,5,4,4,2,3,4,1,4,4,13,4.0,neutral or dissatisfied
319,105064,Loyal Customer,15,Personal Travel,Eco,1346,2,4,2,4,4,5,5,,2,3,4,2,4,4,0,21.0,neutral or dissatisfied
320,56513,Loyal Customer,41,Business travel,Business,733,2,2,2,2,5,5,5,2,2,2,2,4,2,5,0,,satisfied
321,49915,disloyal Customer,18,Business travel,Eco,1072,3,3,3,3,3,4,4,,5,5,1,5,5,3,6,0.0,neutral or dissatisfied
322,69765,Loyal Customer,59,Personal Travel,Eco,239,3,5,3,2,4,4,5,,3,3,3,3,3,3,26,21.0,neutral or dissatisfied
323,70641,Loyal Customer,11,Personal Travel,Eco,1197,3,1,4,3,4,5,4,4,1,5,2,3,2,4,0,0.0,neutral or dissatisfied
324,86911,Loyal Customer,28,Personal Travel,Eco Plus,611,2,3,2,2,4,5,4,,4,3,2,2,5,4,0,15.0,neutral or dissatisfied
325,128174,Loyal Customer,46,Business travel,Eco,888,2,4,4,4,5,5,3,,2,2,2,4,2,2,0,6.0,neutral or dissatisfied
326,68383,Loyal Customer,55,Business travel,Business,3140,3,3,3,3,3,2,5,5,5,5,5,5,5,3,0,0.0,satisfied
327,73837,disloyal Customer,36,Business travel,Eco,359,3,1,3,4,3,5,3,,3,1,4,3,4,3,42,35.0,neutral or dissatisfied
328,80474,Loyal Customer,23,Personal Travel,Eco,365,4,4,4,3,2,3,4,2,5,2,4,3,5,2,1,0.0,neutral or dissatisfied
329,21826,Loyal Customer,35,Personal Travel,Eco,1947,4,4,4,2,2,4,2,2,3,2,3,3,5,2,11,0.0,satisfied
330,8345,Loyal Customer,31,Personal Travel,Eco,192,2,5,2,3,1,5,3,,5,4,4,4,5,1,0,,neutral or dissatisfied
331,126901,Loyal Customer,31,Business travel,Business,3364,2,2,2,2,2,5,2,2,2,5,3,4,2,2,0,0.0,neutral or dissatisfied
332,124919,Loyal Customer,55,Business travel,Business,3243,5,5,5,5,2,4,4,,5,5,5,4,5,5,0,0.0,satisfied
333,37187,Loyal Customer,39,Business travel,Eco,216,1,0,0,4,5,4,5,,4,4,3,1,4,5,0,0.0,neutral or dissatisfied
334,117749,Loyal Customer,25,Personal Travel,Eco,503,2,4,2,3,1,4,1,1,5,4,4,4,5,1,117,96.0,neutral or dissatisfied
335,8970,Loyal Customer,12,Personal Travel,Business,1587,3,4,3,4,1,1,1,,3,5,3,5,5,1,3,0.0,neutral or dissatisfied
336,65824,Loyal Customer,12,Personal Travel,Eco,283,3,5,3,2,2,4,2,,5,3,5,3,4,2,0,0.0,neutral or dissatisfied
337,60206,Loyal Customer,14,Business travel,Business,3588,1,2,2,2,1,4,1,,4,1,3,3,3,1,32,9.0,neutral or dissatisfied
338,93492,disloyal Customer,36,Business travel,Eco Plus,579,2,2,2,2,3,3,3,3,5,1,3,2,4,3,0,0.0,neutral or dissatisfied
339,56667,Loyal Customer,57,Business travel,Business,201,4,3,4,4,2,4,5,,5,5,4,4,5,3,0,0.0,satisfied
340,124156,Loyal Customer,26,Personal Travel,Eco,647,3,1,3,4,3,4,3,,1,2,4,4,3,3,0,0.0,neutral or dissatisfied
341,68393,Loyal Customer,53,Business travel,Business,236,3,5,5,5,4,0,2,3,3,3,3,1,3,2,26,29.0,neutral or dissatisfied
342,13924,Loyal Customer,48,Business travel,Eco,552,5,3,2,2,5,4,5,,3,5,5,4,1,5,0,2.0,satisfied
343,71676,Loyal Customer,64,Personal Travel,Eco,1015,2,2,2,3,2,0,5,,3,3,4,5,1,5,210,216.0,neutral or dissatisfied
344,103178,Loyal Customer,10,Personal Travel,Eco,173,3,5,3,1,2,1,2,,5,2,4,4,5,2,66,,neutral or dissatisfied
345,15781,Loyal Customer,62,Business travel,Eco,214,3,2,2,2,4,4,3,3,3,3,3,3,3,1,0,0.0,neutral or dissatisfied
346,83731,Loyal Customer,7,Business travel,Eco Plus,2329,2,5,5,5,2,2,4,2,3,3,3,3,4,2,0,0.0,neutral or dissatisfied
347,22397,Loyal Customer,32,Personal Travel,Eco,1045,1,1,1,2,4,5,4,4,1,2,2,4,1,4,0,0.0,neutral or dissatisfied
348,84478,Loyal Customer,43,Business travel,Eco,231,1,3,3,3,1,2,1,,2,1,3,3,4,1,0,0.0,neutral or dissatisfied
349,11563,Loyal Customer,49,Business travel,Eco,596,5,2,2,2,4,3,3,,5,5,5,2,5,2,0,0.0,satisfied
350,60495,Loyal Customer,22,Personal Travel,Eco,861,1,3,1,4,2,4,4,2,4,2,3,3,4,2,0,4.0,neutral or dissatisfied
351,46196,Loyal Customer,38,Business travel,Business,3228,0,0,0,4,4,4,4,,4,4,4,3,4,5,0,,satisfied
352,109637,Loyal Customer,59,Business travel,Business,1464,1,1,1,1,3,3,4,4,4,4,4,3,4,3,0,0.0,satisfied
353,78849,Loyal Customer,16,Personal Travel,Eco Plus,528,2,5,2,1,5,1,5,,3,2,4,3,4,5,0,0.0,neutral or dissatisfied
354,49328,Loyal Customer,48,Business travel,Business,296,1,1,1,1,2,2,4,5,5,5,5,4,5,4,15,,satisfied
355,110476,Loyal Customer,9,Personal Travel,Eco,541,1,3,1,1,4,5,4,,2,4,5,5,4,4,0,0.0,neutral or dissatisfied
356,71642,Loyal Customer,37,Business travel,Business,1199,3,3,2,3,2,2,5,3,3,2,3,4,3,1,0,14.0,satisfied
357,70799,Loyal Customer,29,Personal Travel,Eco,1024,2,5,2,3,1,1,1,,5,4,5,4,4,1,84,89.0,neutral or dissatisfied
358,5459,Loyal Customer,36,Business travel,Business,3981,3,3,5,3,3,4,4,,4,4,4,5,4,5,0,9.0,satisfied
359,112993,Loyal Customer,44,Business travel,Business,2240,4,5,4,4,4,2,4,,5,5,5,5,5,3,0,2.0,satisfied
360,61500,Loyal Customer,56,Business travel,Business,1744,2,4,4,4,3,2,4,2,2,2,2,4,2,3,0,0.0,neutral or dissatisfied
361,88451,Loyal Customer,41,Business travel,Business,1912,4,3,3,3,1,1,2,4,4,3,4,3,4,3,74,,neutral or dissatisfied
362,127111,Loyal Customer,39,Business travel,Eco Plus,349,1,2,2,2,1,3,1,,3,3,2,3,2,1,67,63.0,neutral or dissatisfied
363,116876,disloyal Customer,17,Business travel,Eco,542,2,4,2,3,5,4,5,5,3,1,4,4,3,5,0,,neutral or dissatisfied
364,16449,Loyal Customer,52,Business travel,Eco,1208,4,2,2,2,5,4,2,4,4,4,4,4,4,2,5,0.0,satisfied
365,26816,Loyal Customer,8,Personal Travel,Eco Plus,794,2,4,2,4,5,4,5,5,4,2,4,4,5,5,11,,neutral or dissatisfied
366,13863,Loyal Customer,62,Business travel,Eco,424,4,2,2,2,3,1,4,4,4,4,4,4,4,1,0,0.0,neutral or dissatisfied
367,70282,disloyal Customer,27,Business travel,Business,271,2,2,2,4,3,4,3,3,5,5,5,5,4,3,0,0.0,neutral or dissatisfied
368,82329,disloyal Customer,24,Business travel,Eco,1035,1,1,1,3,4,1,4,,5,1,2,3,2,4,0,0.0,neutral or dissatisfied
369,71074,Loyal Customer,44,Business travel,Business,3377,4,4,4,4,4,4,4,5,5,5,5,5,5,4,0,0.0,satisfied
370,31501,Loyal Customer,12,Personal Travel,Eco,599,3,3,3,2,1,2,1,,4,3,4,5,3,1,72,70.0,neutral or dissatisfied
371,51504,Loyal Customer,42,Business travel,Business,862,4,4,4,4,4,3,4,,4,4,4,5,4,3,0,0.0,satisfied
372,113244,Loyal Customer,43,Business travel,Business,409,4,4,4,4,4,1,5,,2,3,2,3,2,3,1,32.0,satisfied
373,44362,Loyal Customer,31,Personal Travel,Eco,259,2,5,2,5,3,5,3,,5,5,4,3,5,3,0,0.0,neutral or dissatisfied
374,110740,disloyal Customer,37,Business travel,Eco,191,5,5,5,2,4,1,4,,4,4,4,2,1,4,0,0.0,satisfied
375,6127,Loyal Customer,35,Personal Travel,Eco,1546,3,3,3,3,3,0,3,,4,3,4,1,4,3,42,37.0,neutral or dissatisfied
376,23745,Loyal Customer,57,Business travel,Business,2565,5,5,2,5,4,3,5,5,5,5,5,5,5,3,0,0.0,satisfied
377,113493,Loyal Customer,22,Business travel,Business,3218,3,3,3,3,5,4,5,,5,4,4,5,4,5,0,0.0,satisfied
378,106902,Loyal Customer,52,Business travel,Business,588,3,4,4,4,3,3,3,,3,3,3,4,3,1,58,54.0,neutral or dissatisfied
379,124755,Loyal Customer,8,Personal Travel,Business,2176,0,4,0,4,4,1,4,,4,1,5,3,2,4,0,0.0,satisfied
380,80614,disloyal Customer,24,Business travel,Business,1182,4,0,4,1,4,0,4,4,3,4,4,3,4,4,0,0.0,satisfied
381,109519,Loyal Customer,46,Business travel,Business,486,4,4,4,4,5,1,5,5,5,5,5,4,5,3,0,0.0,satisfied
382,3739,Loyal Customer,55,Business travel,Business,715,5,5,4,5,4,4,4,,5,4,5,3,5,4,17,18.0,satisfied
383,127471,Loyal Customer,44,Business travel,Business,3284,1,1,4,1,2,4,3,,4,4,4,1,4,5,0,0.0,satisfied
384,63872,Loyal Customer,24,Business travel,Business,2502,2,5,5,5,2,5,2,2,1,4,4,1,3,2,0,0.0,neutral or dissatisfied
385,65662,Loyal Customer,13,Personal Travel,Eco,1276,3,5,3,3,5,4,5,,3,2,3,4,5,5,0,0.0,neutral or dissatisfied
386,83774,Loyal Customer,44,Business travel,Eco,785,2,3,3,3,4,4,2,2,2,2,2,4,2,4,0,29.0,neutral or dissatisfied
387,66394,Loyal Customer,51,Business travel,Business,1565,3,1,3,3,2,5,4,2,2,2,2,3,2,3,22,39.0,satisfied
388,42087,Loyal Customer,34,Business travel,Business,2342,4,4,4,4,3,5,4,,4,4,4,4,4,3,0,0.0,satisfied
389,120764,disloyal Customer,21,Business travel,Eco,631,4,3,5,3,4,2,4,,1,4,4,4,4,4,0,0.0,neutral or dissatisfied
390,74723,disloyal Customer,23,Business travel,Eco,822,2,3,3,5,2,2,5,2,3,5,2,5,5,5,0,0.0,neutral or dissatisfied
391,8420,Loyal Customer,25,Business travel,Business,859,1,2,2,2,1,2,1,1,2,2,4,1,3,1,0,0.0,neutral or dissatisfied
392,64007,Loyal Customer,28,Business travel,Business,2745,2,2,2,2,5,4,5,5,2,1,4,2,2,5,5,3.0,satisfied
393,2561,Loyal Customer,25,Personal Travel,Eco,416,3,3,3,4,3,2,3,3,1,1,3,1,3,3,34,16.0,neutral or dissatisfied
394,21813,disloyal Customer,24,Business travel,Eco,977,5,5,5,3,3,4,3,3,1,1,1,5,5,3,7,0.0,satisfied
395,103598,Loyal Customer,45,Business travel,Business,597,5,5,5,5,4,5,3,,5,5,5,5,5,2,2,16.0,satisfied
396,15890,Loyal Customer,44,Business travel,Business,765,3,5,2,5,4,2,3,,3,3,3,4,3,2,0,7.0,neutral or dissatisfied
397,23775,Loyal Customer,24,Business travel,Business,1800,3,5,5,5,3,2,3,,2,4,2,2,3,3,0,0.0,neutral or dissatisfied
398,65677,Loyal Customer,60,Personal Travel,Eco,1192,2,4,2,4,3,0,4,3,3,2,5,3,5,3,0,,neutral or dissatisfied
399,123421,Loyal Customer,24,Business travel,Eco,1598,5,2,4,4,5,4,3,,1,5,3,1,3,5,0,,satisfied
400,118827,Loyal Customer,36,Personal Travel,Eco,175,3,4,3,3,4,4,3,,5,4,4,5,5,4,0,0.0,neutral or dissatisfied
401,116698,disloyal Customer,35,Business travel,Eco,957,1,1,1,4,5,5,5,,3,5,3,3,3,5,34,25.0,neutral or dissatisfied
402,113264,Loyal Customer,24,Business travel,Business,2253,4,4,4,4,4,5,4,4,3,4,3,3,3,4,0,,neutral or dissatisfied
403,18783,disloyal Customer,26,Business travel,Eco,598,1,5,0,1,1,2,1,1,2,1,4,4,1,1,3,0.0,neutral or dissatisfied
